2021-10-07 17:25:25, success, 0.206232
2021-10-07 17:30:55, success, 0.206427
2021-10-07 17:37:17, success, 0.328626
2021-10-07 17:42:05, success, 0.343488
2021-10-07 17:46:11, success, 0.192262
2021-10-07 17:53:27, success, 0.319728
2021-10-07 17:59:04, success, 0.206754
2021-10-07 18:16:43, success, 0.193215
2021-10-07 18:35:46, success, 0.307985
2021-10-07 18:49:35, success, 0.207362
2021-10-07 19:01:33, success, 0.192686
2021-10-07 19:17:10, success, 0.333246
2021-10-07 19:28:32, success, 0.341328
2021-10-07 19:39:54, success, 0.206562
2021-10-07 19:51:06, success, 0.207602
2021-10-07 20:07:51, success, 0.341272
2021-10-07 20:27:12, success, 0.330768
2021-10-07 20:39:52, success, 0.328062
2021-10-07 20:51:14, success, 0.341800
2021-10-07 21:06:44, success, 0.193235
2021-10-07 21:24:54, success, 0.322840
2021-10-07 21:37:29, success, 0.206959
2021-10-07 21:48:51, success, 0.316957
2021-10-07 22:00:26, success, 0.342244
2021-10-07 22:23:15, success, 0.189930
2021-10-07 22:37:51, success, 0.318054
2021-10-07 22:49:03, success, 0.184367
2021-10-07 23:00:29, success, 0.312774
2021-10-07 23:23:20, success, 0.313431
2021-10-07 23:37:09, success, 0.182840
2021-10-07 23:48:21, success, 0.300869
2021-10-07 23:59:40, success, 0.324781
2021-10-08 01:18:59, success, 0.300612
2021-10-08 02:13:10, success, 0.327383
2021-10-08 02:41:49, success, 0.193224
2021-10-08 02:53:49, success, 0.317370
2021-10-08 03:14:14, success, 0.308535
2021-10-08 03:32:18, success, 0.329456
2021-10-08 03:44:56, success, 0.315157
2021-10-08 03:56:12, success, 0.308132
2021-10-08 04:25:27, success, 0.328851
2021-10-08 04:49:20, success, 0.328961
2021-10-08 05:01:18, success, 0.314939
2021-10-08 05:21:33, success, 0.316993
2021-10-08 05:32:58, success, 0.332467
2021-10-08 05:44:19, success, 0.193677
2021-10-08 05:55:44, success, 0.318045
2021-10-08 06:21:49, success, 0.328179
2021-10-08 06:42:48, success, 0.306610
2021-10-08 06:54:11, success, 0.314820
2021-10-08 07:14:20, success, 0.193949
2021-10-08 07:29:30, success, 0.306588
2021-10-08 07:40:40, success, 0.194236
2021-10-08 07:51:51, success, 0.192209
2021-10-08 08:11:35, success, 0.317985
2021-10-08 08:34:31, success, 0.328593
2021-10-08 08:46:43, success, 0.193002
2021-10-08 08:58:06, success, 0.329026
2021-10-08 09:21:36, success, 0.308287
2021-10-08 09:36:07, success, 0.193654
2021-10-08 09:47:23, success, 0.193960
2021-10-08 09:58:38, success, 0.191542
2021-10-08 10:24:59, success, 0.332821
2021-10-08 10:40:56, success, 0.317298
2021-10-08 10:52:05, success, 0.192903
2021-10-08 11:09:49, success, 0.319085
2021-10-08 11:26:42, success, 0.316844
2021-10-08 11:37:51, success, 0.316679
2021-10-08 11:49:12, success, 0.191162
2021-10-08 12:01:51, success, 0.197018
2021-10-08 12:38:34, success, 0.315551
2021-10-08 13:05:03, success, 0.312559
