2021-10-07 17:25:25, success, 0.314770
2021-10-07 17:30:55, success, 0.322187
2021-10-07 17:37:17, success, 0.502825
2021-10-07 17:42:06, success, 0.619519
2021-10-07 17:46:11, success, 0.322406
2021-10-07 17:53:27, success, 0.480531
2021-10-07 17:59:04, success, 0.298441
2021-10-07 18:16:43, success, 0.328940
2021-10-07 18:35:46, success, 0.508157
2021-10-07 18:49:35, success, 0.325833
2021-10-07 19:01:33, success, 0.324289
2021-10-07 19:17:11, success, 0.483282
2021-10-07 19:28:33, success, 0.523745
2021-10-07 19:39:54, success, 0.298697
2021-10-07 19:51:06, success, 0.302468
2021-10-07 20:07:51, success, 0.500599
2021-10-07 20:27:12, success, 0.490687
2021-10-07 20:39:52, success, 0.498993
2021-10-07 20:51:14, success, 0.519151
2021-10-07 21:06:44, success, 0.357784
2021-10-07 21:24:54, success, 0.508320
2021-10-07 21:37:29, success, 0.320813
