2021-10-07 17:27:38, success, 0.317637
2021-10-07 17:33:08, success, 0.293238
2021-10-07 17:37:18, success, 0.520495
2021-10-07 17:42:07, success, 0.500505
2021-10-07 17:46:12, success, 0.318809
2021-10-07 17:55:40, success, 0.491197
2021-10-07 17:59:04, success, 0.296223
2021-10-07 18:16:44, success, 0.301160
2021-10-07 18:35:47, success, 0.467501
2021-10-07 18:49:36, success, 0.321722
2021-10-07 19:03:46, success, 0.318987
2021-10-07 19:17:12, success, 32.220103
2021-10-07 19:28:34, success, 0.522895
2021-10-07 19:39:54, success, 0.318616
2021-10-07 19:51:07, success, 0.297852
2021-10-07 20:07:52, success, 0.497631
2021-10-07 20:27:13, success, 0.483608
2021-10-07 20:39:53, success, 0.499453
2021-10-07 20:53:27, success, 0.496224
2021-10-07 21:06:45, success, 0.320328
2021-10-07 21:27:07, success, 0.505012
2021-10-07 21:37:30, success, 0.304495
2021-10-07 21:48:52, success, 0.482472
2021-10-07 22:02:39, success, 0.495307
2021-10-07 22:23:16, success, 0.291860
2021-10-07 22:37:52, success, 0.458914
2021-10-07 22:51:15, success, 0.290034
2021-10-07 23:00:30, success, 0.468692
2021-10-07 23:23:22, success, 0.458449
2021-10-07 23:39:22, success, 0.295245
2021-10-07 23:48:22, success, 0.477942
2021-10-07 23:59:41, success, 0.487516
2021-10-08 01:19:00, success, 0.473274
2021-10-08 02:13:11, success, 0.497320
2021-10-08 02:42:21, success, 0.299440
2021-10-08 02:53:50, success, 0.481268
2021-10-08 03:16:28, success, 0.479440
2021-10-08 03:34:32, success, 0.500635
2021-10-08 03:44:57, success, 0.468799
2021-10-08 03:56:13, success, 0.466943
2021-10-08 04:25:28, success, 0.499093
2021-10-08 04:49:21, success, 0.496209
2021-10-08 05:01:19, success, 0.481847
2021-10-08 05:21:34, success, 32.040693
2021-10-08 05:32:59, success, 0.500841
2021-10-08 05:44:20, success, 0.296500
2021-10-08 05:55:45, success, 0.484882
2021-10-08 06:24:02, success, 0.499988
2021-10-08 06:42:49, success, 0.468774
2021-10-08 06:54:12, success, 0.483006
2021-10-08 07:16:32, success, 0.299147
2021-10-08 07:31:44, success, 0.482817
2021-10-08 07:40:41, success, 0.298447
2021-10-08 07:54:05, success, 0.296752
2021-10-08 08:11:36, success, 32.210917
2021-10-08 08:34:32, success, 0.497533
2021-10-08 08:46:44, success, 0.296514
2021-10-08 09:00:19, success, 0.499520
2021-10-08 09:21:37, success, 0.468072
2021-10-08 09:36:08, success, 0.300135
2021-10-08 09:47:24, success, 0.297732
2021-10-08 10:00:51, success, 0.297533
2021-10-08 10:25:00, success, 0.470533
2021-10-08 10:40:57, success, 0.483108
2021-10-08 10:54:17, success, 0.296113
2021-10-08 11:09:50, success, 32.127434
2021-10-08 11:26:43, success, 0.479264
2021-10-08 11:37:52, success, 0.481365
2021-10-08 11:49:13, success, 0.297221
2021-10-08 12:01:52, success, 0.298456
2021-10-08 12:38:35, success, 0.469768
2021-10-08 13:05:05, success, 0.478545
2021-10-08 13:28:34, success, 0.295239
2021-10-08 13:41:23, success, 0.497680
2021-10-08 13:52:40, success, 0.501931
2021-10-08 14:10:18, success, 0.297815
2021-10-08 14:27:02, success, 0.300150
2021-10-08 14:39:13, success, 0.302104
2021-10-08 14:50:35, success, 0.299003
